"jdn"	"julian_year"	"julian_month"	"julian_day"	"month_number"	"month_name"	"month_days"	"new_moon"	"diff"
1503089	-597	3	27	1	"Nisanu"	30	1503086.519600525	2.480399474967271
1503118	-597	4	25	2	"Aiaru"	29	1503116.0486223954	1.9513776046223938
1503147	-597	5	24	3	"Simanu"	29	1503145.620356094	1.3796439059078693
1503177	-597	6	23	4	"Duzu"	30	1503175.2392852549	1.7607147451490164
1503207	-597	7	23	5	"Abu"	30	1503204.892592429	2.107407571049407
1503236	-597	8	21	6	"Ululu"	29	1503234.5491016326	1.450898367445916
1503266	-597	9	20	7	"Ululu₂"	30	1503264.173444296	1.8265557039994746
1503295	-597	10	19	8	"Tashritu"	29	1503293.745574283	1.2544257170520723
1503325	-597	11	18	9	"Arahsamnu"	30	1503323.266838998	1.733161001931876
1503354	-597	12	17	10	"Kislimu"	29	1503352.748089069	1.2519109309650958
1503384	-596	1	16	11	"Tebetu"	30	1503382.1954540373	1.804545962717384
1503413	-596	2	14	12	"Shabatu"	29	1503411.609993164	1.3900068360380828
1503443	-596	3	15	13	"Addaru"	30	1503440.9997755287	2.0002244713250548
1503472	-596	4	13	1	"Nisanu"	29	1503470.389397542	1.6106024580076337
1503502	-596	5	13	2	"Aiaru"	30	1503499.8167605416	2.1832394583616406
1503532	-596	6	12	3	"Simanu"	30	1503529.3188200467	2.6811799532733858
1503561	-596	7	11	4	"Duzu"	29	1503558.91366498	2.086335019906983
1503591	-596	8	10	5	"Abu"	30	1503588.5886440352	2.4113559648394585
1503620	-596	9	8	6	"Ululu"	29	1503618.3046654551	1.6953345448710024
1503650	-596	10	8	7	"Tashritu"	30	1503648.0160137021	1.9839862978551537
1503679	-596	11	6	8	"Arahsamnu"	29	1503677.6883859383	1.311614061705768
1503709	-596	12	6	9	"Kislimu"	30	1503707.30065626	1.6993437400087714
1503738	-595	1	4	10	"Tebetu"	29	1503736.837709704	1.1622902960516512
1503767	-595	2	2	11	"Shabatu"	29	1503766.2907522197	0.7092477802652866
1503797	-595	3	4	12	"Addaru"	30	1503795.6663804166	1.3336195833981037
1503827	-595	4	3	1	"Nisanu"	30	1503824.9919134506	2.008086549350992
1503856	-595	5	2	2	"Aiaru"	29	1503854.3104267514	1.6895732486154884
1503886	-595	6	1	3	"Simanu"	30	1503883.669444826	2.330555174034089
1503915	-595	6	30	4	"Duzu"	29	1503913.108790431	1.891209569061175
1503945	-595	7	30	5	"Abu"	30	1503942.6511877591	2.3488122408743948
1503975	-595	8	29	6	"Ululu"	30	1503972.298148239	2.701851760968566
1504004	-595	9	27	7	"Ululu₂"	29	1504002.0306841368	1.9693158632144332
1504034	-595	10	27	8	"Tashritu"	30	1504031.8106717106	2.1893282893579453
1504063	-595	11	25	9	"Arahsamnu"	29	1504061.5824859934	1.4175140066072345
1504093	-595	12	25	10	"Kislimu"	30	1504091.283932447	1.7160675530321896
1504122	-594	1	23	11	"Tebetu"	29	1504120.8699342506	1.130065749399364
1504151	-594	2	21	12	"Shabatu"	29	1504150.3314654012	0.6685345987789333
1504181	-594	3	23	13	"Addaru"	30	1504179.6932170969	1.306782903149724
1504211	-594	4	22	1	"Nisanu"	30	1504208.9973154608	2.0026845391839743
1504240	-594	5	21	2	"Aiaru"	29	1504238.2884922922	1.7115077078342438
1504270	-594	6	20	3	"Simanu"	30	1504267.6069647337	2.3930352663155645
1504299	-594	7	19	4	"Duzu"	29	1504296.9878269087	2.012173091294244
1504329	-594	8	18	5	"Abu"	30	1504326.4627374574	2.5372625426389277
1504359	-594	9	17	6	"Ululu"	30	1504356.057376231	2.9426237689331174
1504388	-594	10	16	7	"Tashritu"	29	1504385.7783546643	2.2216453356668353
1504418	-594	11	15	8	"Arahsamnu"	30	1504415.5927684726	2.4072315273806453
1504448	-594	12	15	9	"Kislimu"	30	1504445.4230259694	2.576974030584097
1504477	-593	1	13	10	"Tebetu"	29	1504475.179387901	1.8206120990216732
1504507	-593	2	12	11	"Shabatu"	30	1504504.8071656087	2.192834391258657
1504536	-593	3	13	12	"Addaru"	29	1504534.3021051318	1.6978948682080954
1504566	-593	4	12	1	"Nisanu"	30	1504563.6918760717	2.308123928261921
1504595	-593	5	11	2	"Aiaru"	29	1504593.0134546163	1.9865453836973757
1504624	-593	6	9	3	"Simanu"	29	1504622.3028897499	1.6971102501265705
1504654	-593	7	9	4	"Duzu"	30	1504651.5959987002	2.4040012997575104
1504683	-593	8	7	5	"Abu"	29	1504680.932528236	2.067471764050424
1504713	-593	9	6	6	"Ululu"	30	1504710.356373486	2.643626513890922
1504742	-593	10	5	7	"Tashritu"	29	1504739.9059753842	2.094024615827948
1504772	-593	11	4	8	"Arahsamnu"	30	1504769.59352335	2.4064766499213874
1504802	-593	12	4	9	"Kislimu"	30	1504799.3849288956	2.615071104373783
1504831	-592	1	2	10	"Tebetu"	29	1504829.2055877645	1.7944122354965657
1504861	-592	2	1	11	"Shabatu"	30	1504858.9767188434	2.023281156551093
1504891	-592	3	2	12	"Addaru"	30	1504888.648292168	2.351707831956446
1504920	-592	3	31	1	"Nisanu"	29	1504918.20390522	1.7960947800893337
1504950	-592	4	30	2	"Aiaru"	30	1504947.650091792	2.3499082080088556
1504979	-592	5	29	3	"Simanu"	29	1504977.0082175974	1.9917824026197195
1505008	-592	6	27	4	"Duzu"	29	1505006.3117503368	1.6882496632169932
1505038	-592	7	27	5	"Abu"	30	1505035.6040448188	2.3959551812149584
1505067	-592	8	25	6	"Ululu"	29	1505064.933186116	2.066813884070143
1505097	-592	9	24	7	"Ululu₂"	30	1505094.3429318478	2.657068152213469
1505126	-592	10	23	8	"Tashritu"	29	1505123.8607047766	2.1392952234018594
1505156	-592	11	22	9	"Arahsamnu"	30	1505153.4877353944	2.5122646056115627
1505185	-592	12	21	10	"Kislimu"	29	1505183.1993455917	1.8006544082891196
1505215	-591	1	20	11	"Tebetu"	30	1505212.9552304773	2.0447695227339864
1505245	-591	2	19	12	"Shabatu"	30	1505242.7089149533	2.2910850467160344
1505275	-591	3	21	13	"Addaru"	30	1505272.4127654675	2.5872345324605703
1505304	-591	4	19	1	"Nisanu"	29	1505302.026803968	1.9731960319913924
1505334	-591	5	19	2	"Aiaru"	30	1505331.5326389787	2.467361021321267
1505363	-591	6	17	3	"Simanu"	29	1505360.9416283777	2.0583716223482043
1505393	-591	7	17	4	"Duzu"	30	1505390.2900488004	2.70995119959116
1505422	-591	8	15	5	"Abu"	29	1505419.6251757056	2.3748242943547666
1505451	-591	9	13	6	"Ululu"	29	1505448.9896383628	2.0103616372216493
1505481	-591	10	13	7	"Tashritu"	30	1505478.4099101848	2.5900898152031004
1505510	-591	11	11	8	"Arahsamnu"	29	1505507.8943667514	2.1056332485750318
1505540	-591	12	11	9	"Kislimu"	30	1505537.4421477779	2.5578522221185267
1505569	-590	1	9	10	"Tebetu"	29	1505567.0524471854	1.9475528146140277
1505599	-590	2	8	11	"Shabatu"	30	1505596.7205403545	2.2794596455059946
1505628	-590	3	9	12	"Addaru"	29	1505626.4238498143	1.5761501856613904
1505658	-590	4	8	1	"Nisanu"	30	1505656.1186043085	1.8813956915400922
1505687	-590	5	7	2	"Aiaru"	29	1505685.7582407189	1.2417592811398208
1505717	-590	6	6	3	"Simanu"	30	1505715.3179273505	1.6820726494770497
1505746	-590	7	5	4	"Duzu"	29	1505744.8032231345	1.196776865515858
1505776	-590	8	4	5	"Abu"	30	1505774.2402220347	1.7597779652569443
1505806	-590	9	3	6	"Ululu"	30	1505803.6587635728	2.3412364271935076
1505835	-590	10	2	7	"Tashritu"	29	1505833.0797573023	1.9202426976989955
1505865	-590	11	1	8	"Arahsamnu"	30	1505862.512861498	2.487138502066955
1505894	-590	11	30	9	"Kislimu"	29	1505891.9640251286	2.035974871367216
1505924	-590	12	30	10	"Tebetu"	30	1505921.443997425	2.5560025749728084
1505953	-589	1	28	11	"Shabatu"	29	1505950.9673078025	2.032692197477445
1505982	-589	2	26	12	"Addaru"	29	1505980.5411174875	1.458882512524724
1506012	-589	3	28	13	"Addaru₂"	30	1506010.1557515692	1.8442484308034182
1506042	-589	4	27	1	"Nisanu"	30	1506039.7883499814	2.211650018580258
1506071	-589	5	26	2	"Aiaru"	29	1506069.4159698873	1.5840301127173007
1506101	-589	6	25	3	"Simanu"	30	1506099.0244674815	1.9755325184669346
1506130	-589	7	24	4	"Duzu"	29	1506128.6071788322	1.3928211678285152
1506160	-589	8	23	5	"Abu"	30	1506158.159266013	1.8407339870464057
1506189	-589	9	21	6	"Ululu"	29	1506187.6760139454	1.32398605463095
1506219	-589	10	21	7	"Tashritu"	30	1506217.1571577908	1.8428422091528773
1506248	-589	11	19	8	"Arahsamnu"	29	1506246.6110669496	1.3889330504462123
1506278	-589	12	19	9	"Kislimu"	30	1506276.052487082	1.9475129179190844
1506307	-588	1	17	10	"Tebetu"	29	1506305.4958049275	1.5041950724553317
1506337	-588	2	16	11	"Shabatu"	30	1506334.950650937	2.049349063076079
1506366	-588	3	16	12	"Addaru"	29	1506364.423620071	1.5763799289707094
1506396	-588	4	15	1	"Nisanu"	30	1506393.9236108954	2.076389104593545
1506425	-588	5	14	2	"Aiaru"	29	1506423.4638556202	1.5361443797592074
1506455	-588	6	13	3	"Simanu"	30	1506453.0558844847	1.944115515332669
1506485	-588	7	13	4	"Duzu"	30	1506482.6978882612	2.3021117388270795
1506514	-588	8	11	5	"Abu"	29	1506512.3666868694	1.6333131305873394
1506544	-588	9	10	6	"Ululu"	30	1506542.023898182	1.9761018180288374
1506573	-588	10	9	7	"Tashritu"	29	1506571.6360084224	1.363991577643901
1506603	-588	11	8	8	"Arahsamnu"	30	1506601.1908726268	1.8091273731552064
1506632	-588	12	7	9	"Kislimu"	29	1506630.6948492085	1.3051507915370166
1506662	-587	1	6	10	"Tebetu"	30	1506660.1572545366	1.8427454633638263
1506691	-587	2	4	11	"Shabatu"	29	1506689.5817208139	1.418279186123982
1506721	-587	3	6	12	"Addaru"	30	1506718.972915623	2.0270843768958002
1506750	-587	4	4	1	"Nisanu"	29	1506748.3485738998	1.6514261001721025
1506780	-587	5	4	2	"Aiaru"	30	1506777.7427763403	2.257223659660667
1506809	-587	6	2	3	"Simanu"	29	1506807.1967290253	1.803270974662155
1506839	-587	7	2	4	"Duzu"	30	1506836.7418329264	2.258167073596269
1506869	-587	8	1	5	"Abu"	30	1506866.3828816758	2.6171183241531253
1506898	-587	8	30	6	"Ululu"	29	1506896.0921624107	1.9078375892713666
1506928	-587	9	29	7	"Tashritu"	30	1506925.8221810055	2.1778189945034683
1506958	-587	10	29	8	"Arahsamnu"	30	1506955.5281417677	2.471858232282102
1506987	-587	11	27	9	"Kislimu"	29	1506985.1799595486	1.820040451362729
1507016	-587	12	26	10	"Tebetu"	29	1507014.7585290787	1.241470921318978
1507046	-586	1	25	11	"Shabatu"	30	1507044.2512318972	1.7487681028433144
1507076	-586	2	24	12	"Addaru"	30	1507073.657353461	2.3426465389784425
1507105	-586	3	25	13	"Addaru₂"	29	1507102.9958036842	2.004196315770969
1507134	-586	4	23	1	"Nisanu"	29	1507132.3044898002	1.6955101997591555
1507164	-586	5	23	2	"Aiaru"	30	1507161.6313727165	2.3686272834893316
1507193	-586	6	21	3	"Simanu"	29	1507191.0225105241	1.977489475859329
1507223	-586	7	21	4	"Duzu"	30	1507220.5109977834	2.4890022166073322
1507253	-586	8	20	5	"Abu"	30	1507250.1096698907	2.8903301092796028
1507282	-586	9	18	6	"Ululu"	29	1507279.8091938645	2.19080613553524
1507312	-586	10	18	7	"Tashritu"	30	1507309.579389054	2.4206109459046274
1507341	-586	11	16	8	"Arahsamnu"	29	1507339.3704097683	1.6295902316924185
1507371	-586	12	16	9	"Kislimu"	30	1507369.118605432	1.881394567899406
1507400	-585	1	14	10	"Tebetu"	29	1507398.766003886	1.2339961139950901
1507430	-585	2	13	11	"Shabatu"	30	1507428.2850711334	1.7149288665968925
1507459	-585	3	14	12	"Addaru"	29	1507457.6868369158	1.313163084210828
1507489	-585	4	13	1	"Nisanu"	30	1507487.008603163	1.9913968369364738
1507518	-585	5	12	2	"Aiaru"	29	1507516.2965032728	1.7034967271611094
1507548	-585	6	11	3	"Simanu"	30	1507545.5942648456	2.4057351544033736
1507578	-585	7	11	4	"Duzu"	30	1507574.939661927	3.0603380729444325
1507607	-585	8	9	5	"Abu"	29	1507604.365718623	2.63428137707524
1507637	-585	9	8	6	"Ululu"	30	1507633.901361782	3.098638217896223
1507666	-585	10	7	7	"Tashritu"	29	1507663.5642984095	2.4357015904970467
1507696	-585	11	6	8	"Arahsamnu"	30	1507693.3427098873	2.6572901126928627
1507725	-585	12	5	9	"Kislimu"	29	1507723.1786295697	1.821370430290699
1507755	-584	1	4	10	"Tebetu"	30	1507752.9814643394	2.0185356605798006
1507785	-584	2	3	11	"Shabatu"	30	1507782.6745492776	2.3254507223609835
1507814	-584	3	3	12	"Addaru"	29	1507812.2301913686	1.7698086313903332
1507844	-584	4	2	1	"Nisanu"	30	1507841.6645514541	2.33544854586944
1507873	-584	5	1	2	"Aiaru"	29	1507871.0132439807	1.986756019294262
1507902	-584	5	30	3	"Simanu"	29	1507900.3140288673	1.6859711327124387
1507932	-584	6	29	4	"Duzu"	30	1507929.6025637665	2.3974362334702164
1507961	-584	7	28	5	"Abu"	29	1507958.9157173345	2.084282665513456
1507990	-584	8	26	6	"Ululu"	29	1507988.2947644424	1.7052355576306581
1508020	-584	9	25	7	"Tashritu"	30	1508017.7815561488	2.21844385121949
1508050	-584	10	25	8	"Arahsamnu"	30	1508047.4031684794	2.5968315205536783
1508080	-584	11	24	9	"Kislimu"	30	1508077.149186403	2.8508135969750583
1508109	-584	12	23	10	"Tebetu"	29	1508106.9621872022	2.037812797818333
1508139	-583	1	22	11	"Shabatu"	30	1508136.7612718828	2.238728117197752
1508169	-583	2	21	12	"Addaru"	30	1508166.481251274	2.518748725997284
1508198	-583	3	22	1	"Nisanu"	29	1508196.0912066954	1.9087933045811951
1508228	-583	4	21	2	"Aiaru"	30	1508225.5885170128	2.4114829872269183
1508257	-583	5	20	3	"Simanu"	29	1508254.9881331902	2.011866809800267
1508286	-583	6	18	4	"Duzu"	29	1508284.3175502399	1.6824497601483017
1508316	-583	7	18	5	"Abu"	30	1508313.6150254249	2.384974575135857
1508345	-583	8	16	6	"Ululu"	29	1508342.9262314313	2.0737685686908662
1508374	-583	9	14	7	"Ululu₂"	29	1508372.297150711	1.7028492889367044
1508404	-583	10	14	8	"Tashritu"	30	1508401.7632322628	2.2367677371948957
1508434	-583	11	13	9	"Arahsamnu"	30	1508431.337831785	2.6621682150289416
1508464	-583	12	13	10	"Kislimu"	30	1508461.007490756	2.9925092440098524
1508493	-582	1	11	11	"Tebetu"	29	1508490.738943072	2.2610569279640913
1508522	-582	2	9	12	"Shabatu"	29	1508520.4902337836	1.5097662163898349
1508552	-582	3	11	13	"Addaru"	30	1508550.2164672455	1.7835327545180917
1508582	-582	4	10	1	"Nisanu"	30	1508579.874589107	2.1254108930006623
1508611	-582	5	9	2	"Aiaru"	29	1508609.4347602252	1.5652397747617215
1508640	-582	6	7	3	"Simanu"	29	1508638.8928429887	1.1071570112835616
1508670	-582	7	7	4	"Duzu"	30	1508668.2728442072	1.7271557927597314
1508699	-582	8	5	5	"Abu"	29	1508697.6172616028	1.382738397223875
1508729	-582	9	4	6	"Tashritu"	30	1508726.9715390822	2.0284609177615494
1508759	-582	10	4	7	"Arahsamnu"	30	1508756.369468293	2.630531707080081
1508788	-582	11	2	8	"Kislimu"	29	1508785.8258352443	2.1741647557355464
1508818	-582	12	2	9	"Tebetu"	30	1508815.3411262073	2.6588737927377224
1508847	-582	12	31	10	"Shabatu"	29	1508844.9135403086	2.0864596914034337
1508877	-581	1	30	11	"Addaru"	30	1508874.5430586096	2.4569413904100657
1508906	-581	2	28	12	"Addaru₂"	29	1508904.220421952	1.779578048037365
1508936	-581	3	30	1	"Nisanu"	30	1508933.9151102966	2.0848897034302354
1508966	-581	4	29	2	"Aiaru"	30	1508963.5817459566	2.418254043441266
1508995	-581	5	28	3	"Simanu"	29	1508993.183383585	1.8166164150461555
1509024	-581	6	26	4	"Duzu"	29	1509022.7098502778	1.2901497222483158
1509054	-581	7	26	5	"Abu"	30	1509052.1771391248	1.8228608751669526
1509083	-581	8	24	6	"Ululu"	29	1509081.6132125217	1.3867874783463776
1509113	-581	9	23	7	"Ululu₂"	30	1509111.042263817	1.9577361829578876
1509142	-581	10	22	8	"Tashritu"	29	1509140.4767880416	1.5232119583524764
1509172	-581	11	21	9	"Arahsamnu"	30	1509169.9212694992	2.07873050076887
1509202	-581	12	21	10	"Kislimu"	30	1509199.3823702803	2.617629719665274
1509231	-580	1	19	11	"Tebetu"	29	1509228.8739320976	2.1260679024271667
1509261	-580	2	18	12	"Shabatu"	30	1509258.4101026603	2.5898973396979272
1509291	-580	3	19	13	"Addaru"	30	1509287.9930415235	3.0069584765005857
1509320	-580	4	17	1	"Nisanu"	29	1509317.608701605	2.391298395115882
1509349	-580	5	16	2	"Aiaru"	29	1509347.235416386	1.764583613956347
1509379	-580	6	15	3	"Simanu"	30	1509376.8554911758	2.1445088242180645
1509409	-580	7	15	4	"Duzu"	30	1509406.4587901006	2.541209899354726
1509438	-580	8	13	5	"Abu"	29	1509436.0384083565	1.9615916435141116
1509468	-580	9	12	6	"Tashritu"	30	1509465.5865421905	2.41345780948177
1509497	-580	10	11	7	"Arahsamnu"	29	1509495.0967896897	1.9032103102654219
1509526	-580	11	9	8	"Kislimu"	29	1509524.5703638974	1.4296361026354134
1509556	-580	12	9	9	"Tebetu"	30	1509554.018022706	1.981977293966338
1509585	-579	1	7	10	"Shabatu"	29	1509583.4549575737	1.5450424263253808
1509615	-579	2	6	11	"Addaru"	30	1509612.8943666152	2.1056333847809583
1509644	-579	3	7	12	"Addaru₂"	29	1509642.3457811207	1.654218879295513
1509674	-579	4	6	1	"Nisanu"	30	1509671.818833147	2.1811668530572206
1509703	-579	5	5	2	"Aiaru"	29	1509701.3273073179	1.6726926821283996
1509733	-579	6	4	3	"Simanu"	30	1509730.8870020518	2.11299794819206
1509763	-579	7	4	4	"Duzu"	30	1509760.5058560772	2.4941439228132367
1509792	-579	8	2	5	"Abu"	29	1509790.172091432	1.82790856808424
1509822	-579	9	1	6	"Ululu"	30	1509819.8515743795	2.1484256205148995
1509851	-579	9	30	7	"Tashritu"	29	1509849.5023197585	1.4976802414748818
1509881	-579	10	30	8	"Arahsamnu"	30	1509879.096908533	1.903091466985643
1509910	-579	11	28	9	"Kislimu"	29	1509908.631405818	1.3685941819567233
1509940	-579	12	28	10	"Tebetu"	30	1509938.1144333058	1.8855666941963136
1509969	-578	1	26	11	"Shabatu"	29	1509967.5529038773	1.4470961226616055
1509998	-578	2	24	12	"Addaru"	29	1509996.951068663	1.0489313369616866
1510028	-578	3	26	1	"Nisanu"	30	1510026.3211133229	1.6788866771385074
1510058	-578	4	25	2	"Aiaru"	30	1510055.6912948613	2.308705138741061
1510087	-578	5	24	3	"Simanu"	29	1510085.102619458	1.897380542010069
1510117	-578	6	23	4	"Duzu"	30	1510114.5952382395	2.404761760495603
1510146	-578	7	22	5	"Abu"	29	1510144.190373417	1.8096265830099583
1510176	-578	8	21	6	"Ululu"	30	1510173.8767142722	2.123285727808252
1510206	-578	9	20	7	"Tashritu"	30	1510203.6126883517	2.387311648344621
1510235	-578	10	19	8	"Arahsamnu"	29	1510233.3466172141	1.6533827858511358
1510265	-578	11	18	9	"Kislimu"	30	1510263.0374295744	1.9625704255886376
1510294	-578	12	17	10	"Tebetu"	29	1510292.6590880184	1.3409119816496968
1510323	-577	1	15	11	"Shabatu"	29	1510322.194952716	0.8050472841132432
1510353	-577	2	14	12	"Addaru"	30	1510351.638231087	1.3617689129896462
1510382	-577	3	15	13	"Addaru₂"	29	1510380.9994487276	1.0005512724164873
1510412	-577	4	14	1	"Nisanu"	30	1510410.3096613293	1.6903386707417667
1510441	-577	5	13	2	"Aiaru"	29	1510439.6146363434	1.3853636565618217
1510471	-577	6	12	3	"Simanu"	30	1510468.9639239367	2.0360760632902384
1510501	-577	7	12	4	"Duzu"	30	1510498.3991502495	2.6008497504517436
1510530	-577	8	10	5	"Abu"	29	1510527.9443283007	2.055671699345112
1510560	-577	9	9	6	"Ululu"	30	1510557.6008779728	2.3991220272146165
1510590	-577	10	9	7	"Tashritu"	30	1510587.3476882607	2.6523117392789572
1510619	-577	11	7	8	"Arahsamnu"	29	1510617.142615762	1.8573842379264534
1510649	-577	12	7	9	"Kislimu"	30	1510646.9252889743	2.0747110256925225
1510679	-576	1	6	10	"Tebetu"	30	1510676.6302228877	2.3697771122679114
1510708	-576	2	4	11	"Shabatu"	29	1510706.2122181943	1.7877818057313561
1510738	-576	3	5	12	"Addaru"	30	1510735.6647588538	2.335241146152839
1510767	-576	4	3	1	"Nisanu"	29	1510765.015850511	1.9841494890861213
1510796	-576	5	2	2	"Aiaru"	29	1510794.310508978	1.689491021912545
1510826	-576	6	1	3	"Simanu"	30	1510823.5955463345	2.404453665483743
1510855	-576	6	30	4	"Duzu"	29	1510852.9122863407	2.087713659275323
1510885	-576	7	30	5	"Abu"	30	1510882.295801756	2.7041982440277934
1510914	-576	8	28	6	"Ululu"	29	1510911.7766931248	2.2233068752102554
1510944	-576	9	27	7	"Tashritu"	30	1510941.3789485344	2.621051465626806
1510973	-576	10	26	8	"Arahsamnu"	29	1510971.1071563829	1.8928436171263456
1511003	-576	11	25	9	"Kislimu"	30	1511000.9261922326	2.07380776735954
1511033	-576	12	25	10	"Tebetu"	30	1511030.7567973612	2.243202638812363
1511062	-575	1	23	11	"Shabatu"	29	1511060.509255061	1.4907449390739202
1511091	-575	2	21	12	"Addaru"	29	1511090.1304669012	0.8695330987684429
1511121	-575	3	23	13	"Addaru₂"	30	1511119.6182776783	1.3817223217338324
1511151	-575	4	22	1	"Nisanu"	30	1511149.0024129674	1.9975870326161385
1511180	-575	5	21	2	"Aiaru"	29	1511178.3216186021	1.6783813978545368
1511209	-575	6	19	3	"Simanu"	29	1511207.6129505192	1.3870494808070362
1511239	-575	7	19	4	"Duzu"	30	1511236.9120045283	2.0879954716656357
1511269	-575	8	18	5	"Abu"	30	1511266.2570483303	2.742951669730246
1511298	-575	9	16	6	"Ululu"	29	1511295.6896235133	2.3103764867410064
1511328	-575	10	16	7	"Tashritu"	30	1511325.2454299843	2.754570015706122
1511357	-575	11	14	8	"Arahsamnu"	29	1511354.9341054265	2.0658945734612644
1511387	-575	12	14	9	"Kislimu"	30	1511384.720343884	2.2796561159193516
1511417	-574	1	13	10	"Tebetu"	30	1511414.5308955084	2.4691044916398823
1511446	-574	2	11	11	"Shabatu"	29	1511444.2903840381	1.7096159618813545
1511476	-574	3	13	12	"Addaru"	30	1511473.952219971	2.0477800290100276
1511506	-574	4	12	1	"Nisanu"	30	1511503.502254057	2.497745943022892
1511535	-574	5	11	2	"Aiaru"	29	1511532.9480895253	2.0519104746636003
1511564	-574	6	9	3	"Simanu"	29	1511562.311132906	1.6888670939952135
1511594	-574	7	9	4	"Duzu"	30	1511591.624026819	2.375973181100562
1511623	-574	8	7	5	"Abu"	29	1511620.9286504188	2.0713495812378824
